,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,trafficSource.medium,device.isMobile,weekend_prop,hour,totals.hits.log,totals.pageviews.log,bounce_prop
7376,Organic Search,Chrome,mobile,Android,organic,1,0.0,19.0,2.8903717578961645,2.70805020110221,0.0
7377,Referral,Chrome,desktop,Macintosh,referral,0,0.1111111111111111,18.0,1.3862943611198906,1.3862943611198906,0.2222222222222222
7378,Organic Search,Chrome,tablet,Android,organic,1,1.0,1.0,3.091042453358316,3.091042453358316,0.0
7379,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,1.0,3.4011973816621555,3.258096538021482,0.0
7380,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.5,2.995732273553991,2.8622008809294686,0.0
7381,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,17.0,0.6931471805599453,0.6931471805599453,0.1111111111111111
7382,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,3.258096538021482,3.044522437723423,0.0
7383,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,1.791759469228055,1.3862943611198906,0.3333333333333333
7384,Referral,Chrome,mobile,iOS,referral,1,0.0,3.0,3.4011973816621555,3.1780538303479458,0.0
7385,Referral,Chrome,desktop,Linux,referral,0,0.0,18.0,3.258096538021482,3.091042453358316,0.0
7386,Referral,Chrome,desktop,Windows,referral,0,0.0,15.0,1.9459101490553132,1.9459101490553132,0.1428571428571428
7387,Direct,Chrome,desktop,Macintosh,(none),0,0.25,19.0,2.4423470353692043,2.1400661634962708,0.0
7388,Organic Search,Chrome,mobile,Android,organic,1,0.0,22.0,3.5553480614894135,3.4339872044851463,0.0
7389,Referral,Chrome,desktop,Macintosh,referral,0,0.0,9.0,1.5040773967762742,1.3862943611198906,0.1666666666666666
7390,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.5649493574615367,2.4423470353692043,0.0
7391,Direct,Chrome,desktop,Macintosh,(none),0,0.5,13.5,3.6375861597263857,3.4657359027997265,0.0
7392,Organic Search,Safari,mobile,iOS,organic,1,0.0,12.0,2.833213344056216,2.6390573296152584,0.0
7393,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,19.0,2.5257286443082556,2.5257286443082556,0.0
7394,Direct,Chrome,desktop,Macintosh,(none),0,0.0,5.0,2.772588722239781,2.5649493574615367,0.0
7395,Referral,Chrome,desktop,Macintosh,referral,0,0.0,5.0,3.4965075614664802,3.4011973816621555,0.0
7396,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,13.0,3.2188758248682006,2.9444389791664403,0.0
7397,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,19.0,2.0794415416798357,1.6094379124341003,0.0
7398,Direct,Chrome,desktop,Linux,(none),0,0.0,5.0,2.70805020110221,2.5649493574615367,0.0
7399,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,1.9459101490553132,1.9459101490553132,0.1428571428571428
7400,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,17.0,2.302585092994046,2.302585092994046,0.0
7401,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,1.6094379124341003,1.6094379124341003,0.0555555555555555
7402,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,2.8903717578961645,2.772588722239781,0.0
7403,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.5,1.3862943611198906,1.0986122886681098,0.25
7404,Direct,Chrome,desktop,Macintosh,(none),0,0.0,0.0,2.6390573296152584,2.4849066497880004,0.0
7405,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,1.9459101490553132,1.6094379124341003,0.3333333333333333
7406,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.5,2.6741486494265287,2.3978952727983707,0.0
7407,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,16.0,2.3978952727983707,2.3978952727983707,0.3333333333333333
7408,Referral,Chrome,desktop,Macintosh,referral,0,0.4,22.0,1.3862943611198906,1.3862943611198906,0.0
7409,Organic Search,Edge,desktop,Windows,organic,0,0.0,13.5,2.3513752571634776,2.3513752571634776,0.5
7410,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,21.0,4.174387269895637,3.912023005428146,0.0
7411,Referral,Chrome,desktop,Windows,referral,0,0.0,17.0,2.3978952727983707,2.302585092994046,0.0
7412,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,1.0,4.07753744390572,3.8501476017100584,0.0
7413,Organic Search,Firefox,desktop,Macintosh,organic,0,1.0,5.0,3.367295829986474,3.2188758248682006,0.0
7414,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.2386784521643803,2.8903717578961645,0.0
7415,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,15.0,1.3862943611198906,1.3862943611198906,0.0
7416,Organic Search,Chrome,desktop,Macintosh,organic,0,0.25,10.5,2.6026896854443837,2.5257286443082556,0.0
7417,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,0.0,3.1135153092103742,3.044522437723423,0.0
7418,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.5,1.0986122886681098,1.0986122886681098,0.1666666666666666
7419,Direct,Chrome,desktop,Windows,(none),0,0.0,18.5,2.740840023925201,2.6390573296152584,0.0
7420,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,18.0,2.3513752571634776,2.1972245773362196,0.1
7421,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,1.6094379124341003,1.0986122886681098,0.5
7422,Organic Search,Chrome,mobile,Android,organic,1,0.5,0.0,3.0204248861443626,2.8903717578961645,0.0
7423,Direct,Chrome,desktop,Linux,(none),0,0.0,18.0,1.7047480922384253,1.7047480922384253,0.5
7424,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.0,0.6931471805599453,0.6931471805599453,0.0
7425,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.5257286443082556,2.3978952727983707,0.0
7426,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,2.70805020110221,2.5649493574615367,0.0
7427,Organic Search,Chrome,mobile,Android,organic,1,0.0,16.0,2.995732273553991,2.772588722239781,0.0
7428,Referral,Chrome,desktop,Windows,referral,0,0.0,19.0,2.5257286443082556,2.3513752571634776,0.0
7429,Direct,Chrome,desktop,Windows,(none),0,1.0,18.0,3.1354942159291497,2.9444389791664403,0.0
7430,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.5,2.803360380906535,2.4423470353692043,0.0
7431,Direct,Chrome,desktop,Macintosh,(none),0,1.0,10.0,4.204692619390966,3.8066624897703196,0.0
7432,Referral,Chrome,desktop,Macintosh,referral,0,0.1764705882352941,4.0,2.0794415416798357,1.791759469228055,0.0588235294117647
7433,Referral,Chrome,desktop,Chrome OS,referral,0,0.25,8.0,1.252762968495368,1.252762968495368,0.0
7434,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.0,1.6094379124341003,1.6094379124341003,0.2
7435,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.0794415416798357,1.6094379124341003,0.3333333333333333
7436,Direct,Chrome,mobile,Android,(none),1,1.0,1.0,3.9889840465642745,3.6635616461296463,0.0
7437,Organic Search,Chrome,mobile,iOS,organic,1,0.125,18.5,2.302585092994046,2.0794415416798357,0.25
7438,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.0,2.302585092994046,2.1972245773362196,0.5
7439,Referral,Chrome,desktop,Linux,referral,0,0.0,19.0,2.1972245773362196,2.0794415416798357,0.1428571428571428
7440,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,23.0,3.091042453358316,2.995732273553991,0.0
7441,Paid Search,Chrome,desktop,Windows,cpc,0,1.0,22.0,3.2188758248682006,3.044522437723423,0.0
7442,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,22.0,2.833213344056216,2.772588722239781,0.0
7443,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,1.3862943611198906,1.3862943611198906,0.0
7444,Direct,Chrome,desktop,Linux,(none),0,0.0,0.0,3.332204510175204,3.091042453358316,0.0
7445,Paid Search,Chrome,desktop,Chrome OS,cpc,0,0.0,21.0,2.772588722239781,2.6390573296152584,0.0
7446,Organic Search,Chrome,desktop,Windows,organic,0,0.0,14.0,2.772588722239781,2.6390573296152584,0.0
7447,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.5,3.332204510175204,3.1135153092103742,0.0
7448,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,17.0,3.295836866004329,3.044522437723423,0.0
7449,Organic Search,Safari,mobile,iOS,organic,1,0.0,3.0,2.70805020110221,2.70805020110221,0.0
7450,Paid Search,Chrome,desktop,Windows,cpc,0,0.6666666666666666,12.0,2.5257286443082556,2.3513752571634776,0.0
7451,Organic Search,Chrome,desktop,Windows,organic,0,0.0,12.0,3.9318256327243257,3.6375861597263857,0.0
7452,Direct,Chrome,mobile,iOS,(none),1,0.0,23.0,3.9512437185814275,3.6109179126442243,0.0
7453,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,3.5,2.1400661634962708,1.5040773967762742,0.0
7454,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,22.0,3.9512437185814275,3.6109179126442243,0.0
7455,Direct,Safari,mobile,iOS,(none),1,0.0,20.0,3.970291913552122,3.5553480614894135,0.0
7456,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.5,0.0,2.803360380906535,2.6026896854443837,0.0
7457,Organic Search,Chrome,mobile,Android,organic,1,0.3333333333333333,15.5,0.0,0.0,0.6666666666666666
7458,Referral,Chrome,desktop,Windows,referral,0,0.1666666666666666,16.5,2.2512917986064953,2.0149030205422647,0.1666666666666666
7459,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,22.0,2.772588722239781,2.6390573296152584,0.0
7460,Referral,Chrome,desktop,Macintosh,referral,0,0.0,10.5,2.1972245773362196,2.0149030205422647,0.0
7461,Referral,Chrome,desktop,Linux,referral,0,0.0,18.0,2.9444389791664403,2.9444389791664403,0.0
7462,Referral,Chrome,desktop,Macintosh,referral,0,0.0,4.0,5.111987788356544,4.736198448394496,0.0
7463,Referral,Chrome,desktop,Windows,referral,0,0.3333333333333333,17.0,3.044522437723423,3.044522437723423,0.0
7464,Direct,Chrome,desktop,Windows,(none),0,0.0,17.0,2.302585092994046,2.1972245773362196,0.0
7465,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,4.61512051684126,4.330733340286331,0.0
7466,Organic Search,Chrome,desktop,Windows,organic,0,0.0,17.5,2.995732273553991,2.70805020110221,0.0
7467,Direct,Chrome,desktop,Linux,(none),0,0.0,18.0,2.5649493574615367,2.4849066497880004,0.3333333333333333
7468,Direct,Chrome,desktop,Windows,(none),0,0.0,14.0,0.0,0.0,0.6666666666666666
7469,Organic Search,Chrome,desktop,Windows,organic,0,0.0,18.0,3.2188758248682006,3.044522437723423,0.0
7470,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,4.0,4.382026634673881,4.248495242049359,0.0
7471,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,3.332204510175204,3.068052935133617,0.0
7472,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,2.5257286443082556,2.302585092994046,0.0
7473,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.1972245773362196,1.9459101490553132,0.0
7474,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,22.0,2.0794415416798357,1.3862943611198906,0.0
7475,Referral,Chrome,desktop,Chrome OS,referral,0,0.3333333333333333,1.0,2.3978952727983707,2.3978952727983707,0.0
7476,Organic Search,Chrome,mobile,Android,organic,1,0.3684210526315789,12.0,0.0,0.0,0.6842105263157895
7477,Display,Chrome,desktop,Macintosh,cpm,0,0.0,19.5,2.0149030205422647,1.791759469228055,0.0
7478,Direct,Chrome,desktop,Macintosh,(none),0,0.1666666666666666,12.5,3.2771447329921766,2.970414465569701,0.5
7479,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,3.367295829986474,3.1780538303479458,0.0
7480,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.995732273553991,2.5649493574615367,0.0
7481,Direct,Chrome,desktop,Macintosh,(none),0,0.0,0.0,4.330733340286331,4.127134385045092,0.0
7482,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,1.3862943611198906,1.3862943611198906,0.0
7483,Organic Search,Internet Explorer,desktop,Windows,organic,0,0.0,1.0,0.0,0.0,0.6666666666666666
7484,Referral,Chrome,desktop,Linux,referral,0,0.0,3.0,3.4965075614664802,3.3843902633457743,0.0
7485,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.091042453358316,2.995732273553991,0.3333333333333333
7486,Referral,Chrome,desktop,Linux,referral,0,0.0,20.0,1.791759469228055,1.791759469228055,0.3333333333333333
7487,Direct,Internet Explorer,desktop,Windows,(none),0,0.0,21.0,3.58351893845611,3.258096538021482,0.0
7488,Direct,Chrome,desktop,Windows,(none),0,0.0,3.0,4.700480365792417,4.394449154672439,0.0
7489,Organic Search,Safari,mobile,iOS,organic,1,0.0,22.0,2.995732273553991,2.995732273553991,0.0
7490,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.5263605246161616,3.332204510175204,0.0
7491,Referral,Chrome,desktop,Macintosh,referral,0,0.0,6.5,2.3513752571634776,2.302585092994046,0.0
7492,Direct,Chrome,desktop,Linux,(none),0,0.0,10.5,2.0794415416798357,1.9459101490553132,0.5
7493,Direct,Chrome,desktop,Macintosh,(none),0,0.0,12.0,4.709530201312334,4.477336814478207,0.0
7494,Organic Search,Chrome,desktop,Windows,organic,0,0.75,9.5,1.252762968495368,1.252762968495368,0.5
7495,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,2.9444389791664403,2.8903717578961645,0.0
7496,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,2.3978952727983707,2.3978952727983707,0.0
7497,Organic Search,Chrome,mobile,iOS,organic,1,0.0,15.0,3.9889840465642745,3.713572066704308,0.0
7498,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,3.6375861597263857,3.295836866004329,0.0
7499,Direct,Chrome,desktop,Windows,(none),0,0.0,16.0,3.258096538021482,3.091042453358316,0.0
7500,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.6390573296152584,2.5649493574615367,0.0
7501,Referral,Chrome,desktop,Linux,referral,0,0.0,20.0,2.1972245773362196,2.1972245773362196,0.0
7502,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.1972245773362196,2.1972245773362196,0.0
7503,Referral,Chrome,desktop,Macintosh,referral,0,0.2222222222222222,5.0,1.0986122886681098,1.0986122886681098,0.2222222222222222
7504,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.4657359027997265,3.1780538303479458,0.3333333333333333
7505,Referral,Chrome,desktop,Linux,referral,0,0.0,19.5,3.1780538303479458,3.068052935133617,0.0
7506,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,2.9444389791664403,2.5649493574615367,0.0
7507,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,1.0,3.970291913552122,3.784189633918261,0.0
7508,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,1.791759469228055,1.791759469228055,0.25
7509,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.5,3.56953269648137,3.2771447329921766,0.0
7510,Organic Search,Chrome,desktop,Windows,organic,0,1.0,21.0,3.4011973816621555,3.1780538303479458,0.0
7511,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,3.4965075614664802,3.295836866004329,0.0
7512,Organic Search,Chrome,mobile,Android,organic,1,0.0,21.0,3.091042453358316,2.772588722239781,0.0
7513,Referral,Chrome,desktop,Windows,referral,0,0.1666666666666666,17.0,0.0,0.0,0.8333333333333334
7514,Referral,Chrome,desktop,Macintosh,referral,0,1.0,4.0,3.6109179126442243,3.295836866004329,0.0
7515,Direct,Chrome,desktop,Windows,(none),0,0.0,16.0,3.349904087274605,3.1986731175506815,0.0
7516,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,3.5263605246161616,3.4965075614664802,0.0
7517,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,18.0,3.295836866004329,3.1780538303479458,0.0
7518,Referral,Chrome,desktop,Macintosh,referral,0,0.1538461538461538,15.0,1.0986122886681098,1.0986122886681098,0.3846153846153846
7519,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,4.0,2.302585092994046,2.1972245773362196,0.0
7520,Display,Chrome,desktop,Macintosh,cpm,0,0.0,20.0,3.9512437185814275,3.713572066704308,0.0
7521,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,1.0,3.091042453358316,2.833213344056216,0.0
7522,Display,Chrome,desktop,Macintosh,cpm,0,0.0,17.5,2.0794415416798357,1.9459101490553132,0.0
7523,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,15.0,3.2386784521643803,2.917770732084279,0.0
7524,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.5,2.917770732084279,2.5257286443082556,0.5
7525,Paid Search,Safari,mobile,iOS,cpc,1,0.0,16.0,3.1780538303479458,2.8903717578961645,0.0
7526,Display,Chrome,desktop,Chrome OS,cpm,0,0.0,15.0,3.044522437723423,2.8903717578961645,0.0
7527,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.5263605246161616,3.044522437723423,0.3333333333333333
7528,Referral,Chrome,desktop,Macintosh,referral,0,0.0,4.0,3.091042453358316,2.302585092994046,0.0
7529,Social,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.3978952727983707,2.302585092994046,0.0
7530,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,4.0,2.5649493574615367,2.3978952727983707,0.0
7531,Organic Search,Chrome,desktop,Windows,organic,0,0.3333333333333333,3.0,2.6390573296152584,2.4849066497880004,0.0
7532,Referral,Chrome,desktop,Windows,referral,0,0.0,2.0,2.0794415416798357,1.6094379124341003,0.0
7533,Referral,Chrome,desktop,Linux,referral,0,0.0,17.5,1.7047480922384253,1.7047480922384253,0.25
7534,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,19.0,3.091042453358316,2.8903717578961645,0.0
7535,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,1.5040773967762742,1.3862943611198906,0.0
7536,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.367295829986474,3.1354942159291497,0.0
7537,Referral,Chrome,desktop,Macintosh,referral,0,0.1111111111111111,19.0,2.8903717578961645,2.5649493574615367,0.2222222222222222
7538,Direct,Chrome,desktop,Windows,(none),0,0.0,14.0,3.4339872044851463,3.367295829986474,0.0
7539,Paid Search,Chrome,mobile,iOS,cpc,1,0.0,4.0,2.4849066497880004,2.0794415416798357,0.3333333333333333
7540,Direct,Chrome,desktop,Macintosh,(none),0,0.0,2.0,3.1780538303479458,3.044522437723423,0.0
7541,Direct,Chrome,desktop,Macintosh,(none),0,0.5,11.0,2.2512917986064953,2.1400661634962708,0.0
7542,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.5,3.1780538303479458,3.0204248861443626,0.0
7543,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,7.0,3.044522437723423,2.70805020110221,0.0
7544,Referral,Chrome,desktop,Linux,referral,0,0.0,22.0,3.295836866004329,3.1354942159291497,0.0
7545,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.3333333333333333,16.0,3.2188758248682006,2.9444389791664403,0.0
7546,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.3978952727983707,2.3978952727983707,0.0
7547,Direct,Chrome,desktop,Windows,(none),0,0.0,18.0,2.1972245773362196,2.0794415416798357,0.0
7548,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,0.0,0.0,0.6666666666666666
7549,Referral,Chrome,desktop,Windows,referral,0,0.0,22.0,3.258096538021482,3.2188758248682006,0.0
7550,Referral,Chrome,desktop,Macintosh,referral,0,0.6,19.0,1.6094379124341003,1.6094379124341003,0.0
7551,Referral,Chrome,desktop,Linux,referral,0,0.0,10.0,2.4423470353692043,2.2512917986064953,0.0
7552,Referral,Chrome,desktop,Windows,referral,0,0.0,15.0,2.833213344056216,2.5649493574615367,0.0
7553,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,11.5,3.449987545831587,3.349904087274605,0.0
7554,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,4.0,3.784189633918261,3.367295829986474,0.0
7555,Direct,Chrome,desktop,Macintosh,(none),0,0.6666666666666666,3.0,2.5649493574615367,2.5649493574615367,0.0
7556,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.258096538021482,3.091042453358316,0.0
7557,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,2.995732273553991,2.9444389791664403,0.0
7558,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,21.0,1.6094379124341003,1.0986122886681098,0.0
7559,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,3.091042453358316,2.70805020110221,0.0
7560,Direct,Safari,mobile,iOS,(none),1,0.5,9.0,2.70805020110221,2.5649493574615367,0.0
7561,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,5.0,2.0794415416798357,2.0794415416798357,0.0
7562,Referral,Chrome,desktop,Windows,referral,0,0.0,5.5,2.772588722239781,2.5649493574615367,0.0
7563,Referral,Chrome,desktop,Macintosh,referral,0,0.2,20.0,1.7047480922384253,1.7047480922384253,0.1
7564,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,1.6094379124341003,1.0986122886681098,0.2
7565,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,19.0,4.382026634673881,4.110873864173311,0.0
7566,Organic Search,Chrome,desktop,Windows,organic,0,0.0,2.0,4.174387269895637,3.912023005428146,0.0
7567,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,3.1354942159291497,3.091042453358316,0.0
7568,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.0,2.4849066497880004,2.302585092994046,0.0
7569,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,1.8718021769015913,1.8718021769015913,0.0
7570,Direct,Chrome,desktop,Macintosh,(none),0,0.0,21.0,3.6888794541139363,3.4339872044851463,0.0
7571,Direct,Chrome,mobile,Android,(none),1,0.5,20.0,2.995732273553991,2.772588722239781,0.0
7572,Organic Search,Chrome,mobile,Android,organic,1,0.3333333333333333,3.0,2.833213344056216,2.5649493574615367,0.0
7573,Referral,Chrome,desktop,Macintosh,referral,0,0.2727272727272727,17.0,1.6094379124341003,1.6094379124341003,0.0909090909090909
